,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
426,Clan MacGregor,8.99,750ml,4.1, Light . Fruit . Floral . Balanced ,-1," Scotland- Skillfully blended from a selection of fine Scottish malt and grain whiskies. It has hints of fruitiness and malts, creating a high quality, light and fragrant whisky with a well-balanced, smooth, mellow taste. ",Clan MacGregor,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Great for what it is.   ', 'review_cont': ' This really is a pretty good scotch. The price is it’s real selling point. Some woody notes, a bit of sweetness (Not Bourbon) and even a faint hint is salted caramel to the finish. Yes, it does have a slight burn to it drinking it neat, but it is whisky we’re talking about. No, it’s not 12 year Glenlivet. It’s under $15 a handle. What do you want? ', 'review_scor': '4'}}"
427,Classic Cask 23Yr Caribbean Barrel Rum,189.99,750ml,-1, ,-1," Scotland- Classic Cask expressions provide discerning enthusiasts particularly fine blended whiskies of superb quality. This 23 year Caribbean Rum Barrel Finish has a nose that is sweet and spicy, followed by buttery flavors, toffee and spice. The finish is big, smooth and spicy. ",Classic Cask,Scotland,NA,Scotch,Blended Scotch,No Reviews
428,Classic Cask 23Yr Oloroso,189.99,750ml,-1, ,-1," Scotland- Classic Cask expressions provide discerning enthusiasts particularly fine blended whiskies of superb quality. This 23 year Oloroso Sherry Butt Finish has a fresh, sweet nose with pears and nuts. Followed by butterscotch and walnut on the palate. The finish is smooth, aromatic ",Classic Cask,Scotland,NA,Scotch,Blended Scotch,No Reviews
429,Classic Cask 23yr Original Cask,189.99,750ml,-1, ,-1," Scotland- Since 1999, Classic Cask, Rare Scotch Whisky expressions have provided discerning enthusiasts, particularly fine blended whiskies, of superb quality. The nose is floral with honey and vanilla. The palate exhibits fruity citrus and toffee flavors. Finish is long and lingerering ",Classic Cask,Scotland,NA,Scotch,Blended Scotch,No Reviews
430,Classic Cask 23yr Port Pipe Scotch,189.99,750ml,-1, ,-1," Scotland- Since 1999, Classic Cask, Rare Scotch Whisky expressions have provided discerning enthusiasts, particularly fine blended whiskies, of superb quality. The bouquet is fruity and oaky. The flavor bursts with raisins and fruitcake leading to a lingering smooth finish. ",Classic Cask,Scotland,NA,Scotch,Blended Scotch,No Reviews
431,Classic Cask 40 Year,449.99,750ml,-1, Intense . Honey . Maple . Raisin . Long ,-1," Speyside, Scotland- A rare scotch whiskey that is well-rounded with intense depth. Flavors of maple syrup, raisins, honey and spices bring out the exceptionally smooth and wonderfully lingering finish. Enjoy on the rocks! ",Classic Cask,Scotland,NA,Scotch,Single Malt,No Reviews
432,Classic Cask Aultmore 15 Year,87.99,750ml,-1, ,-1," Speyside, Scotland- A golden scotch with aromas of vanilla and a touch of mint in the background. Full-bodied flavors that are still delicate with fruitiness and a slight clove spice. Enjoy the crisp, clean and spicy finish chilled on the rocks. ",Classic Cask,Scotland,NA,Scotch,Single Malt,No Reviews
433,Classic Cask Ben Nevis 17 Year,174.99,750ml,5.0, ,-1," Highland, Scotland- Single cask, single malt scotch. 1 of 312 bottles produced. Inviting aromas of citrus and honey with a malty mouth feel and delicate peat smoke on the palate. A soft and mellow finish. ",Classic Cask,Scotland,Highland,Scotch,Single Malt,
434,Classic Cask Benrinnes 19 Year,184.99,750ml,-1, ,-1," Speyside, Scotland- Single cask, single malt. Non-chill filtered. 1 of 282 bottles produced. A bright and fruity nose with hints of apples, vanilla, and lemon curd on the palate. A distinct nuttiness in the finish. ",Classic Cask,Scotland,Speyside,Scotch,Single Malt,No Reviews
435,Classic Cask Bowmore 11Yr,95.99,750ml,-1, ,-1," Islay & Islands, Scotland- Yellow sunrise color with aromas of custard apple, seaweed, damp straw, and peat. On the palate, peat and straw mingle with berries and green apple. Finishes with notes of pepper and more straw. ",Classic Cask,Scotland,Islay & Islands,Scotch,Single Malt,No Reviews
436,Classic Cask Bruichladdich 19 Year,139.99,750ml,-1, ,-1," Islay, Scotland- Sweet enticing aromas of honey, caramel and butterscotch leading to pleasant flavors of leather, licorice, toffee and cooked apples. A delightfully long and smooth finish that can be enjoyed neat on the rocks. ",Classic Cask,Scotland,NA,Scotch,Single Malt,No Reviews
437,Classic Cask Clynelish 15 Year,97.99,750ml,-1, ,-1," Highlands, Scotland- A beautifully pale golden color with aromas of tropical fruit, orange and oak. Flavors begin with a sweet cola and coconut taste that leads into creme brulee and toffee. Enjoy the slight dry, toasty finish. Try it neat. ",Classic Cask,Scotland,NA,Scotch,Single Malt,No Reviews
438,Classic Cask Mortlach 11 Yr,75.99,750ml,-1, ,-1," Speyside, Scotland - A surprisingly silky, oily entry. Mouthwatering and sensual. A blend of malt sugars with clove and vanilla. The sweetness leads and coats the tongue like malted honey. ",Classic Cask,Scotland,Speyside,Scotch,Single Malt,No Reviews
439,Classic Cask Strathmill 25 Year,219.99,750ml,5.0, ,-1," Speyside, Scotland- Aromas are long and luxurious with an elegant palate highlighting polished oak notes. Single Cask bottling of only 192 bottles. Each bottle is numbered for authenticity. ",Classic Cask,Scotland,Speyside,Scotch,Single Malt,
440,Cluny,13.79,750ml,2.0, ,-1, Scotland- A blend of over 30 whiskies from all regions of Scotland creating a rich flavor and superior taste. Warm caramel aroma leads to a buttery palate of thick toffee and popcorn. ,Cluny,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Meh   ', 'review_cont': ' A blend of 30 whiskies and none of them particularly good.\nThis is nearly Bowery street liquor. ', 'review_scor': '1'}}"
441,Clynelish 14 Yr,56.99,750ml,4.5, Malt . Oak . Vanilla ,-1," Wine Enthusiast -Highlands, Scotland- ""The initial aroma is large, biscuity and grainy sweet...then becomes more sugar biscuit-like and a touch salty....Generous and malty-sweet flavors; by midpalate distinctive notes of black pepper, seaweed, oaky vanilla, honey are added."" ",Clynelish,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    An excellent Highland offering   ', 'review_cont': ' I bought the Clynelish 14 because a two great offerings from Compass Box, Flaming Heart and No Name, were blended with Clynelish.  For me, this dram is best with one plus teaspoon of water and let rest for 15 or more minutes.  On the nose, pear and banana notes with slight vanilla oak and mild maritime brininess.  The same fruit notes came through the palate with a bit of sweetness and lingered in the after taste.  This non chill filtered offering is a must try for Highland lovers. ', 'review_scor': '5'}}"
442,Clynelish Distillers Edition,119.97,750ml,-1, ,-1," Highlands, Scotland- With a fruit cake-like richness, the sweetness develops into a lovely sherry finish with a honeycomb background that finishes smoothly with a lingering sweetness. Try it on the rocks. ",Clynelish,Scotland,NA,Scotch,Single Malt,No Reviews
443,Clynelish Select Reserve,929.99,750ml,-1, Medium . Orange . Maple . Dried Fruit . Long ,-1," Highlands, Scotland- Bright orange fruit dominates at the start, and then the whisky becomes quite drying and almost dusty on the finish. Water coaxes out more of the sweeter side of the spirit, with nougat, golden syrup, and maple notes all criss-crossing over the palate. ",Clynelish,Scotland,Highland,Scotch,Single Malt,No Reviews
444,Compass Box 3 Yr Old Delux,279.99,750ml,-1, ,-1," Scotland- A limited edition blended malt from the esteemed Compass Box, made with three different malt whiskies. The rich vanilla notes, waxiness and decadent baked orchard fruit notes from the larger parcel of Highland malt whisky provide a beautiful platform for the peaty malt whisky ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
445,Compass Box Asyla,55.99,750ml,5.0, Rich . Grain . Vanilla . Tropical Fruit . Long ,93," Wine Enthusiast -Speyside, Scotland- ""Offers unusual aromas of pear drop, banana and kiwi; aeration stimulates scents of sunflower seeds, orange zest and grain mash. Flavor phase is strikingly rich, oily in texture."" Blended 12 year old Linkwood (Speyside) and and 2 Lowlands grain whiskies. Limited. ",Compass Box,Scotland,NA,Scotch,NA,"{'review_1': {'review_desc': '    Wish I had more   ', 'review_cont': ' I sampled Asyla Scotch and now want to buy more. I agree that Asyla is comforting. This Thanksgiving I say to heck with the turkey, bring on the Asyla! ', 'review_scor': '5'}}"
446,Compass Box Delilah's,99.99,750ml,-1, ,-1," Speyside, Scotland - It is an intense yet subtly complex Scotch whisky aged in a mix of experimental new American oak barrels and oak hogsheads. This bestows it with a lovely, intense richness, vanilla character and sweetness. It has been created to be perfect served as a shot. ",Compass Box,Scotland,NA,Scotch,NA,No Reviews
447,Compass Box Double Single,159.99,750ml,-1, ,-1," Scotland- In The Double Single we have combined single malt whisky from the Glen Elgin distillery and single grain whisky from the Girvan distillery. The elegantly complex, ethereal malt whisky character is balanced on a decadent cushion of rich, sweet, vanilla grain whisky character. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
448,Compass Box Flaming Heart,114.99,750ml,-1, ,-1," Highlands, Scotland- A big, bold malt whisky that combines peaty smokiness with the richness of French oak aging. Each batch undergoes a secondary maturation process in new French oak to add layers of rich complexity. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
449,Compass Box Great King Street Artist's Blend,27.99,750ml,4.3, Delicate . Vanilla . Spice . Balanced ,91," Whisky Advocate-Lowlands, Scotland - Whisky Advocate 91 points. A signature blend with of sweet vanilla cream, stewed pear tart, and peach melba, with waves of spice and white pepper providing an unexpected but delightful twist. Enjoy neat or on the rocks. ",Compass Box,Scotland,NA,Scotch,NA,"{'review_1': {'review_desc': '    Decent, overpriced   ', 'review_cont': "" For a few bucks more you can get a really good Scotch like Glenlivet. I'm not a single malt snob - it's just flavor. "", 'review_scor': '3'}}"
450,Compass Box Great King Street Artist's Blend Barrel Select,54.99,750ml,-1, Delicate . Vanilla . Spice . Balanced ,-1," Scotland- A signature blend with sweet vanilla cream, stewed pear, and peach notes, accented by slight waves of spice. This hand-selected expression was finished in French Oak and has a buttery mouthfeel. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
451,Compass Box Great King Street Clynelish Barrel Select,54.99,750ml,-1, Delicate . Spice . Vanilla . Dried Fruit . Balanced ,-1, Scotland- This hand-selected expression is a very delicate offering of vanilla and spice. Subtle dried fruit notes and a balanced mouthfeel throughout. Long and pleasing finish. ,Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
452,Compass Box Great King Street Glasgow,39.99,750ml,4.5, ,-1," Scotland- Big whisky nose with malty, sweet sherry aromas and peaty smoke with a hint of wine. On the palate, mossy dry oak mix with sweet autumn fruits and nuts. Finishes long and luscious. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Compass Box does it again.   ', 'review_cont': "" A tasty dram with medium peat  and a hint of sweetness from sherry casks that some of the whiskeys in the blend were aged in.. Very drinkable straight.  Wait about 10 minutes before tasting after pouring to allow it to open up. You'll be glad you did because some of the more subtle aspects come to the fore.  Highly recommended. Massive bang for your buck! "", 'review_scor': '5'}}"
453,Compass Box Great King Street Glasgow Barrel Select,54.99,750ml,-1, Intense . Peat . Dried Fruit . Long ,-1," Scotland- Big whisky nose with malty-sweet aromas and peaty smoke. On the palate, mossy dry oak mix with sweet autumn fruits and nuts. This hand-selected expression is extra aged in a sherry butt, which creates a complex balance between peat and sherry notes. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
454,Compass Box Hedonism,119.99,750ml,5.0, Delicate . Tropical . Creamy . Balanced ,-1," Whisky Advocate-Lowlands, Scotland- ""Gold color. Delicate aromas of tropical fruits (coconut, pineapple, mango), marshmallow and vanilla. Light in body, with delicate exotic flavors that deliver what the aroma promises. Soft, gentle, delicately creamy finish."" Blended Grain Scotch whisky. ",Compass Box,Scotland,NA,Scotch,NA,
455,Compass Box Hedonism The Muse,279.99,750ml,-1, ,-1," Lowlands, Scotland- Hedonism, The Muse combines this single cask with other rare and remarkable grain whiskies of varying ages to create a whisky that has all the flavour hallmarks of the classic Hedonism, with even greater depth and intensity. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
456,Compass Box No Name,149.99,750ml,5.0, ,-1," Islay, Scotland- Even peatier than the ""Peat Monster""tempered with hints of fruit. A bonfire like smokiness on the nose with a peatiness that is by turns tarry and medicinal with hints of autumn leaves. A powerful smokiness and peatiness accented by hints of cherries, plums and spice. ",Compass Box,Scotland,Islay & Islands,Scotch,Blended Scotch,
457,Compass Box Oak Cross,65.99,750ml,5.0, Rich . Malt . Vanilla . Mellow . Balanced ,93," Speyside, Scotland- A secondary maturation in casks that have French oak heads (spice and dried fruit) and American oak bodies(lighter malt characters). The result is malty with subtle fruit, sweet vanilla and spice. Blended malt from 3 Higland single malts. ",Compass Box,Scotland,NA,Scotch,NA,"{'review_1': {'review_desc': '    Will make single malt drinkers green with envy   ', 'review_cont': ' this is incredibly smooth and silky---makes you realize what a good blend should be like. Compass Box is making some amazing blends----and this one is right up there. No peat or smokiness, but a sweet heathery aroma followed by a smooth vanilla taste. ', 'review_scor': '5'}}"
458,Compass Box Orangerie,43.99,750ml,5.0, ,-1," Highlands, Scotland- Made from a smooth blend of Highland single malt and single grain whisky from Fife. The blend is then infused with the hand-zested peel of oranges and subtle accents of Indonesia cassia bark and Sri Lankan cloves fo create the lively, vibrant flavors of Orangerie. ",Compass Box,Scotland,NA,Scotch,NA,
459,Compass Box Phenomenology,189.99,750ml,-1, ,-1," Scotland- We'd long been working on a blend of single malts that combines seemingly dissonant flavour profiles, but together creates something compelling. We landed on a recipe that elicited a surprising range of reactions and descriptions, each person taking away something different. ",Compass Box,Scotland,NA,Scotch,Blended Scotch,No Reviews
